MINFILNO,RANK,NAME
104I  152,2,"ANDALUSITE PEAK"
104I  152,3,"TENNESSEE TREND"
104I  152,4,"ANDALUSITE"
104I  153,1,"GENTLEMAN-JULEP"
104I  153,2,"GENTLEMAN"
104I  153,3,"JULEP"
104I  153,4,"ANDALUSITE PEAK"
104I  153,5,"ANDALUSITE"
104I  154,1,"HATZL"
104I  154,2,"TURNAGAIN NICKEL"
104I  155,1,"THREE SISTERS SOUTH"
104I  156,1,"DUFFY"
104I  156,2,"TURNAGAIN NICKEL"
104I  157,1,"MAT NORTH"
104I  158,1,"PYRAMID WEST"
104I  158,2,"WEST ZONE"
104I  159,1,"ZONE 37"
104I  159,2,"PYRAMID"
104I  160,1,"CHILI"
104I  160,2,"CHILLI"
104I  160,3,"PYRAMID"
104I  161,1,"CENTRAL"
104I  161,2,"TURNAGAIN NICKEL"
104I  162,1,"HOT BATH"
104I  162,2,"HOTBATH"
104I  163,1,"PAT WEST"
104I  164,1,"PYRAMID CENTRAL"
104I  164,2,"CENTRAL"
104I  164,3,"PYRAMID"
104I  165,1,"MANDIBLE"
104I  165,2,"TURNAGAIN NICKEL"
104I  166,1,"THREE SISTERS NORTH"
104I  167,1,"ATTIC"
104I  167,2,"TURNAGAIN NICKEL"
104I  168,1,"MATT"
104I  169,1,"KUTCHO 1"
104I  170,1,"LODE"
104I  170,2,"DEASE PORPHYRY (LODE BLOCK)"
104I  170,3,"LODE BLOCK"
104I  171,1,"MCBRIDE"
104I  172,1,"STRAIGHT-UP"
104I  172,2,"ANDALUSITE PEAK"
104I  173,1,"STRAIGHT-ACROSS"
104I  174,1,"D10"
104I  175,1,"HOTAI"
104I  175,2,"GALAXIE"
104I  176,1,"SILVER LODE"
104I  176,2,"GALAXIE"
104I  176,3,"CRU"
104I  176,4,"LUZ"
104I  176,5,"THENATLODI MOUNTAIN"
104I  176,6,"COOLA"
104I  177,1,"GOPHER"
104I  178,1,"SILICA RIDGE NORTH"
104I  179,1,"STAR 2"
104I  180,1,"HOTAI"
104I  180,2,"DEASE PORPHYRY (HOTAI BLOCK)"
104I  180,3,"HOTAI BLOCK"
104I  181,1,"LETAIN NICKEL"
104I  182,1,"TURNAGAIN 1-9"
104I  183,1,"SKY 5"
104I  183,2,"BRECCIA"
104I  183,3,"BLUE SHEEP"
104I  183,4,"BX 1"
104I  184,1,"SKY 4 WEST"
104I  184,2,"BLUE SHEEP"
104I  184,3,"BX 1"
104I  185,1,"SKY 1 EAST"
104I  185,2,"BLUE SHEEP"
104I  185,3,"BX 1"
104I  186,1,"KEEL 1 EAST"
104I  186,2,"BEALE LAKE"
104I  186,3,"FLAG 1-4"
104I  186,4,"BLT 1-2"
104J  001,1,"OPAL LAKE"
104J  001,2,"TEDIDEECH LAKE"
104J  001,3,"KING NICKEL"
104J  001,4,"BEAVER"
104J  001,5,"NICKEL CITY"
104J  001,6,"POND"
104J  001,7,"CAMP"
104J  001,8,"TEDECHEECH LAKE"
104J  002,1,"ACE"
104J  002,2,"ACE 1-16"
104J  003,1,"TUYA"
104J  003,2,"TACK"
104J  003,3,"TACHILTA LAKE"
104J  003,4,"LAKE"
104J  003,5,"TACH"
104J  003,6,"RAFT"
104J  004,1,"GRIZZLY WEST"
104J  004,2,"KID"
104J  004,3,"GRIZZLY"
104J  004,4,"SHELL"
104J  005,1,"COPPER CREEK"
104J  005,2,"STAR"
104J  005,3,"CALLISON COPPER"
104J  005,4,"GO"
104J  005,5,"COP"
104J  005,6,"GRIZZLY"
104J  006,1,"DEFOT CREEK"
104J  007,1,"THIBERT CREEK"
104J  008,1,"DEASE CREEK"
104J  008,2,"MCCRIMMON"
104J  008,3,"LAKETON"
104J  008,4,"BIDDLE BENCH"
104J  008,5,"ROOSEVELT CREEK"
104J  008,6,"CALIFORNIA BAR"
104J  008,7,"UNGHERINI CREEK"
104J  008,8,"ARROWOOD"
104J  008,9,"BUCK"
104J  008,10,"FLEMING CREEK"
104J  008,11,"FOSTER BENCH"
104J  008,12,"LONE STAR CREEK"
104J  008,13,"SIMONS CREEK"
104J  008,14,"CRAIG CREEK"
104J  008,15,"LUDDINGTON BENCH"
104J  008,16,"NIPIGON CREEK"
104J  009,1,"TAHLTAN RIVER"
104J  010,1,"PINTO"
104J  011,1,"NW"
104J  012,1,"KEYSTONE"
104J  012,2,"THIBERT"
104J  013,1,"HU"
104J  013,2,"HUEY"
104J  013,3,"STAIN CREEK"
104J  014,1,"MACK"
104J  014,2,"SNOW PEAK"
104J  015,1,"HOEY"
104J  015,2,"HAT"
104J  015,3,"LISLE"
104J  015,4,"BIG CREEK"
104J  015,5,"PAT"
104J  015,6,"MOON"
104J  015,7,"SKI"
104J  015,8,"D"
104J  015,9,"HACKETT"
104J  016,1,"GRIZZLY 4, 13"
104J  016,2,"KID"
104J  016,3,"SHELL"
104J  016,4,"GRIZZLY"
104J  016,5,"GRIZZLY WEST"
104J  017,1,"AL"
104J  018,1,"GO"
104J  018,2,"PYRRHOTITE CREEK"
104J  018,3,"STAR"
104J  018,4,"CAR"
104J  018,5,"EAST KAKETSA"
104J  018,6,"POLAR CREEK"
104J  018,7,"KAKETSA MOUNTAIN"
104J  018,8,"SKYLINE"
104J  018,9,"G"
104J  018,10,"WHITE BEAR"
104J  018,11,"GRIZZLY"
104J  019,1,"DISCO"
104J  019,2,"CHOPPER"
104J  019,3,"GALAXIE"
104J  020,1,"G"
104J  021,1,"HAT"
104J  021,2,"GOSSAN CREEK"
104J  021,3,"WEST GOSSAN"
104J  021,4,"OH"
104J  021,5,"E (GOSSAN) CREEK"
104J  022,1,"JIM"
104J  022,2,"DEAK"
104J  022,3,"BILL"
104J  022,4,"GLEN"
104J  022,5,"CANYON"
104J  022,6,"CANYON CREEK"
104J  023,1,"HO"
104J  023,2,"GRIZZLY"
104J  024,1,"WEST KAKETSA"
104J  024,2,"GRIZZLY"
104J  025,1,"MINERAL HILL"
104J  025,2,"PET"
104J  025,3,"KETCHUM LAKE"
104J  026,1,"VI"
104J  026,2,"JC"
104J  026,3,"SOUTH FORK"
104J  027,1,"SHIELD"
104J  027,2,"CANYON CREEK"
104J  028,1,"CREEK"
104J  028,2,"PET"
104J  028,3,"MINERAL HILL"
104J  028,4,"KETCHUM LAKE"
104J  029,1,"DEASE LAKE"
104J  029,2,"ELLERT"
104J  030,1,"DUDIDONTU RIVER"
104J  031,1,"NAHLIN RIVER"
104J  032,1,"BUD"
104J  032,2,"RAND"
104J  033,1,"BAK"
104J  033,2,"WP"
104J  034,1,"STIKINE MOLY"
104J  034,2,"STIKINE"
104J  034,3,"DISCO 74, 76"
104J  035,1,"STAR"
104J  035,2,"DICK CREEK"
104J  035,3,"COPPER CREEK"
104J  035,4,"DK"
104J  035,5,"STAR EAST"
104J  035,6,"STAR NORTH"
104J  035,7,"DK CREEK EAST"
104J  035,8,"DK CREEK WEST"
104J  035,9,"DK CREEK NORTH"
104J  036,1,"TAN"
104J  036,2,"ZILLA"
104J  036,3,"TANZILLA"
104J  037,1,"CALATA LAKE"
104J  038,1,"ZERO"
104J  038,2,"THIBERT CREEK"
104J  039,1,"TANZILLA VALLEY"
104J  040,1,"SHESLAY RIVER"
104J  041,1,"TATSHO MOUNTAIN"
104J  041,2,"DEASE LAKE"
104J  042,1,"FRENCH RANGE"
104J  043,1,"THUNDERCLOUD"
104J  043,2,"TUYA RIVER"
104J  044,1,"TUYA RIVER"
104J  045,1,"NAHLIN RIVER LIMESTONE"
104J  046,1,"STIKINE"
104J  047,1,"HARTZ CREEK"
104J  048,1,"ANKI"
104J  048,2,"KULTA"
104J  049,1,"TUYA 2"
104J  050,1,"HOP"
104J  051,1,"FALL GULCH"
104J  052,1,"VOWEL CREEK"
104J  053,1,"PORCUPINE CREEK"
104J  054,1,"BOULDER CREEK"
104J  055,1,"DELURE CREEK"
104J  055,2,"DELOIRE CREEK"
104J  056,1,"MOSQUITO CREEK"
104J  057,1,"SEYWERD"
104J  057,2,"SEYWERD CREEK"
104J  057,3,"GREENGOLD"
104J  057,4,"DYNASTY JADE"
104J  057,5,"EMPRESS JADE"
104J  058,1,"HALT"
104J  058,2,"SOUTH FORK"
104J  059,1,"WOLVERINE"
104J  059,2,"GBR"
104J  060,1,"AL 9"
104J  060,2,"GRIZZLY"
104J  061,1,"EAGLE"
104J  061,2,"SHESLAY"
104J  062,1,"GS"
104J  062,2,"GOLDEN SHOWER"
104J  063,1,"PYR"
104J  063,2,"SOUTHWEST"
104J  063,3,"GRIZZLY SOUTH"
104J  064,1,"MAC"
104J  064,2,"MAC DISCOVERY"
104J  064,3,"MAC WEST"
104J  064,4,"TEN FT."
104J  065,1,"BUCK GULCH"
104J  066,1,"JADE FEVER"
104J  066,2,"BLACK CREEK"
104J  067,1,"BUD"
104J  068,1,"LISLE"
104J  068,2,"HAT"
104J  068,3,"D SHOWING"
104J  068,4,"O ZONE"
104J  070,1,"GABB1"
104J  070,2,"EAGLE"
104J  071,1,"GABB2"
104J  071,2,"EAGLE"
104J  072,1,"PYRRHOTITE CREEK SOUTH"
104J  072,2,"GRIZZLY CENTRAL"
104J  073,1,"ULTRA 1"
104J  073,2,"GRIZZLY CENTRAL"
104J  073,3,"GRIZZLY"
104J  073,4,"KAKETSA"
104J  074,1,"STONE LAKE MOLLY"
104J  074,2,"EAGLE"
104J  075,1,"HACKETT RIVER SW"
104J  075,2,"EAGLE"
104J  076,1,"GRAVY TRAIN"
104J  076,2,"GOLDRIDGE"
104J  077,1,"HARPER REED"
104J  077,2,"EAGLE"
104J  078,1,"TEDDY BEAR"
104J  078,2,"GK 11"
104J  079,1,"G8"
104J  079,2,"PALLEN NORTH"
104J  079,3,"GALAXIE"
104J  080,1,"HU WEST"
104J  080,2,"MEGA-01"
104J  081,1,"EMPRESS JADE"
104J  081,2,"EMPRESS"
104J  082,1,"O ZONE"
104J  082,2,"LISLE"
104J  082,3,"HAT"
104K  001,1,"SPEC"
104K  001,2,"SHAZAH CREEK"
104K  002,1,"TULSEQUAH CHIEF"
104K  003,1,"NEW POLARIS"
104K  003,2,"POLARIS-TAKU"
104K  003,3,"WHITEWATER"
104K  003,4,"SILVER KING"
104K  003,5,"Y VEIN"
104K  003,6,"AB VEIN"
104K  003,7,"C VEIN"
104K  003,8,"NEW C VEIN"
104K  003,9,"SERPENTINE"
104K  003,10,"D"
104K  004,1,"SILVER QUEEN"
104K  005,1,"SILVER BIRD"
104K  005,2,"SOUTH SLOPE"
104K  005,3,"SEA"
104K  006,1,"POTLATCH"
104K  006,2,"SPARLING (L.6166)"
104K  006,3,"VEGA"
104K  006,4,"SILVER TALON"
104K  007,1,"BANKER (L.6169)"
104K  007,2,"JOKER"
104K  007,3,"JANET"
104K  007,4,"POTLATCH"
104K  007,5,"VEGA"
104K  007,6,"SPARLING"
104K  008,1,"BIG BULL"
104K  008,2,"TULSEQUAH CHIEF"
104K  008,3,"MANVILLE"
104K  009,1,"ERICKSEN-ASHBY"
104K  009,2,"APEX-BADGER"
104K  009,3,"ERICKSON-ASHBY"
104K  009,4,"ASHBY"
104K  010,1,"RED CAP - SLOPE ZONE"
104K  010,2,"SLOPE ZONE"
104K  010,3,"RED CAP"
104K  010,4,"LESTER JONES"
104K  010,5,"MIKE"
104K  011,1,"BWM"
104K  011,2,"BARB 1"
104K  011,3,"BACON"
104K  011,4,"DAISY"
104K  011,5,"KS"
104K  011,6,"E"
104K  012,1,"HIGHLAND BOY"
104K  012,2,"HIGHLAND GIRL"
104K  013,1,"MT. OGDEN (MOLY-TAKU)"
104K  013,2,"NAN"
104K  013,3,"PAT"
104K  013,4,"MOLLY"
104K  013,5,"MOLY TAKU"
104K  013,6,"MOLY-TAKU"
104K  014,1,"FAE"
104K  014,2,"NORM"
104K  014,3,"SAMOTUA"
104K  014,4,"SAMO"
104K  015,1,"MARTHA"
104K  015,2,"SINCLAIR"
104K  016,1,"SURVEYOR"
104K  017,1,"COUNCIL"
104K  018,1,"THORN A"
104K  018,2,"A ZONE"
104K  018,3,"DRILL CREEK"
104K  018,4,"THORN"
104K  018,5,"J ZONE"
104K  018,6,"DAISY"
104K  018,7,"INK"
104K  018,8,"STUART 3"
104K  019,1,"LUCKY STRIKE"
104K  020,1,"MAIDAS"
104K  020,2,"MOHAWK"
104K  020,3,"ERICKSEN-ASHBY"
104K  020,4,"ERIKSEN - ASHBY"
104K  021,1,"TATSATUA"
104K  021,2,"PARK 20-23"
104K  022,1,"INKLIN"
104K  022,2,"YETH CREEK"
104K  023,1,"ANTY"
104K  023,2,"RNG"
104K  023,3,"BR"
104K  024,1,"MAGNET"
104K  024,2,"NOMAD"
104K  025,1,"ACE"
104K  026,1,"LC 1"
104K  026,2,"PETER"
104K  026,3,"FOOL"
104K  026,4,"TRAPPER"
104K  027,1,"LC 2"
104K  027,2,"JONY"
104K  028,1,"MAD"
104K  028,2,"NUT"
104K  028,3,"THORN"
104K  028,4,"KS-1"
104K  028,5,"KS-2"
104K  028,6,"KING"
104K  028,7,"SUT"
104K  028,8,"KIZMET"
104K  028,9,"SOUTH KING SALMON"
104K  029,1,"BS - J"
104K  029,2,"B"
104K  029,3,"S - J"
104K  029,4,"PARK"
104K  029,5,"BS-J"
104K  029,6,"THORN"
104K  030,1,"CIRQUE"
104K  030,2,"THORN"
104K  030,3,"KAY"
104K  030,4,"LIN"
104K  030,5,"LIN 1-8"
104K  031,1,"THORN"
104K  031,2,"MAIN"
104K  031,3,"EAST"
104K  031,4,"TAMDHU"
104K  031,5,"CATTO"
104K  031,6,"DAISY"
104K  031,7,"INK"
104K  031,8,"CHECK-MATE"
104K  031,9,"STUART"
104K  031,10,"OBAN"
104K  031,11,"CAMP CREEK CORRIDOR"
104K  031,12,"D ZONE"
104K  031,13,"E ZONE"
104K  031,14,"MP"
104K  031,15,"JAROSITE BLUFFS"
104K  032,1,"ANT"
104K  032,2,"THORN"
104K  032,3,"MC"
104K  032,4,"ICY"
104K  032,5,"BING"
104K  032,6,"DECEPTION CREEK"
104K  032,7,"ICY CREEK"
104K  033,1,"TRAPPER LAKE"
104K  033,2,"KAREN"
104K  033,3,"ELAINE"
104K  033,4,"LEAH"
104K  033,5,"LINDA"
104K  033,6,"ANDERSON"
104K  034,1,"NORM"
104K  034,2,"FAE"
104K  034,3,"SAMOTUA"
104K  035,1,"BING"
104K  035,2,"THORN"
104K  036,1,"TESS"
104K  036,2,"WHIT"
104K  036,3,"WHITING LAKE"
104K  037,1,"TOT 2"
104K  037,2,"TATSA"
104K  038,1,"TATSAMENIE LAKE"
104K  039,1,"ORO"
104K  039,2,"TAN"
104K  039,3,"THORN"
104K  040,1,"VAL 1"
104K  040,2,"SAL"
104K  041,1,"MB"
104K  041,2,"TATSAMENIE LAKE WEST"
104K  042,1,"SAM"
104K  043,1,"TEDITUA CREEK"
104K  044,1,"MENATATULINE RANGE"
104K  045,1,"CHASTOT CREEK"
104K  046,1,"GOAT"
104K  046,2,"PERIDOTITE PEAK SOUTHEAST"
104K  046,3,"YETH"
104K  046,4,"FALL"
104K  047,1,"MOLY TAKU-Y"
104K  047,2,"MOLY-TAKU (Y ZONE)"
104K  047,3,"Y ZONE"
104K  048,1,"BAKER"
104K  048,2,"HINI"
104K  048,3,"STU"
104K  049,1,"YELLOW BLUFF"
104K  049,2,"MUD"
104K  049,3,"TULSEQUAH"
104K  050,1,"STUHINI"
104K  050,2,"TAKE"
104K  050,3,"SUE 2"
104K  051,1,"SUE"
104K  051,2,"GRAG"
104K  051,3,"STUHINI"
104K  052,1,"ZOHINI"
104K  052,2,"CAP 6"
104K  052,3,"JH"
104K  052,4,"MAIN ZOHINI"
104K  052,5,"WEST ZOHINI"
104K  052,6,"ZOH"
104K  052,7,"ARN"
104K  052,8,"ZO"
104K  053,1,"KING SALMON"
104K  053,2,"KAP"
104K  053,3,"KAP1-2"
104K  053,4,"GOLDCAP"
104K  053,5,"CAP 11"
104K  053,6,"RED CAP"
104K  054,1,"KING SALMON CREEK"
104K  055,1,"CANYON"
104K  055,2,"BEAR"
104K  055,3,"UAH"
104K  055,4,"MOUNT EATON"
104K  056,1,"GLACIER"
104K  056,2,"WHITING LAKE"
104K  057,1,"WRIGHT GLACIER"
104K  058,1,"HI YOGI"
104K  058,2,"TATSATUA CREEK NORTH"
104K  058,3,"HI MOLY"
104K  059,1,"ERIC"
104K  059,2,"WRIGHT GLACIER"
104K  060,1,"RED CAP II"
104K  060,2,"MT. LESTER JONES"
104K  060,3,"RED CAP"
104K  061,1,"TITO"
104K  062,1,"SQUAT"
104K  063,1,"TUN"
104K  064,1,"HOPE"
104K  065,1,"NAHLIN"
104K  066,1,"YETH CREEK ASBESTOS"
104K  066,2,"PERIDOTITE PEAK"
104K  067,1,"WATERFALL"
104K  067,2,"GOAT"
104K  067,3,"NICKEL CREEK"
104K  067,4,"FALL"
104K  067,5,"YETH"
104K  068,1,"GRAG"
104K  069,1,"TATSAMENIE LIMESTONE"
104K  069,2,"SAMOTUA RIVER"
104K  070,1,"KOWATUA CREEK LIMESTONE"
104K  071,1,"NAHLIN MTN LIMESTONE"
104K  072,1,"SINWA LIMESTONE"
104K  072,2,"INKLIN RIVER"
104K  073,1,"GRIZ"
104K  073,2,"GRIZ 1-2"
104K  073,3,"A 1-8"
104K  073,4,"THORN"
104K  074,1,"GO"
104K  074,2,"EUREKA TREND"
104K  074,3,"GO - 1"
104K  074,4,"LJ 7"
104K  075,1,"VINE"
104K  075,2,"CHEVRON"
104K  075,3,"VEIN"
104K  075,4,"LA VITA"
104K  076,1,"TERR"
104K  077,1,"THOR"
104K  078,1,"TRAPPER (INLAW)"
104K  078,2,"TRAPPER"
104K  078,3,"INLAW"
104K  078,4,"THORN"
104K  078,5,"CHECK-MATE 2"
104K  078,6,"CHECKMATE"
104K  079,1,"GOLDEN BEAR"
104K  079,2,"BEAR MAIN"
104K  079,3,"MUDDY LAKE"
104K  079,4,"GRIZZLY"
104K  079,5,"KODIAK A"
104K  079,6,"KODIAK B"
104K  079,7,"KODIAK C"
104K  079,8,"KODIAK"
104K  079,9,"URSA"
104K  079,10,"C+C"
104K  079,11,"C&C"
104K  079,12,"LCF"
104K  079,13,"LIMESTONE CREEK"
104K  080,1,"LCZ"
104K  080,2,"TATSAMENIE"
104K  080,3,"LCZ TREND"
104K  080,4,"TUT"
104K  080,5,"RAM-TUT"
104K  080,6,"RAM TUT"
104K  081,1,"NIE"
104K  081,2,"2 OZ NOTCH"
104K  082,1,"SLAM"
104K  083,1,"EAST OUTLAW"
104K  083,2,"OUTLAW"
104K  083,3,"THORN"
104K  084,1,"HEART PEAKS"
104K  084,2,"HART"
104K  084,3,"SHESLAY"
104K  084,4,"TOP"
104K  084,5,"QUARTZ HILL"
104K  084,6,"STEEP"
104K  084,7,"MOGUL"
104K  084,8,"MIDAS"
104K  085,1,"RED CAP - RIDGE ZONE"
104K  085,2,"RIDGE ZONE"
104K  085,3,"RED CAP"
104K  085,4,"RIDGE EXTENSION"
104K  085,5,"NORTH FACE"
104K  085,6,"LESTER JONES"
104K  085,7,"MIKE"
104K  086,1,"RAM REEF"
104K  086,2,"BANDIT"
104K  086,3,"POST"
104K  086,4,"CLIFF"
104K  086,5,"EAST"
104K  087,1,"FLEECE BOWL"
104K  087,2,"GOLDEN BEAR"
104K  087,3,"MUDDY LAKE"
104K  088,1,"TOTEM SILICA"
104K  088,2,"GOLDEN BEAR"
104K  088,3,"MUDDY LAKE"
104K  089,1,"OYA"
104K  090,1,"JOLY"
104K  090,2,"JAK"
104K  090,3,"EUREKA TREND"
104K  090,4,"LJ 1-4, 5-8"
104K  091,1,"MISTY"
104K  092,1,"NIE 3"
104K  092,2,"SPIRE"
104K  093,1,"SECOND CREEK"
104K  093,2,"CASH COW"
104K  093,3,"CHID CREEK"
104K  093,4,"CHID"
104K  093,5,"NIE 8"
104K  094,1,"MT. MANVILLE"
104K  094,2,"GOAT"
104K  095,1,"WY"
104K  095,2,"WHITEWATER"
104K  096,1,"SPRING"
104K  096,2,"RETO"
104K  097,1,"TUT"
104K  097,2,"RAM"
104K  097,3,"RAM-TUT"
104K  097,4,"RAM TUT"
104K  098,1,"TOT"
104K  099,1,"HIGHLINER"
104K  099,2,"THORN"
104K  100,1,"ORO 4"
104K  100,2,"THORN"
104K  101,1,"TAN 3"
104K  101,2,"ORO 3"
104K  101,3,"THORN"
104K  102,1,"TAN 4"
104K  102,2,"THORN"
104K  103,1,"TAN"
104K  103,2,"THORN"
104K  104,1,"TAKER"
104K  104,2,"IVER"
104K  105,1,"GIVER"
104K  105,2,"IVER"
104K  105,3,"FAE"
104K  105,4,"TAG CREEK"
104K  105,5,"VERMILLION RIDGE"
104K  105,6,"SAMO"
104K  106,1,"VAL 3"
104K  107,1,"BARB"
104K  107,2,"BARB 3-4"
104K  107,3,"KS"
104K  108,1,"TERR 1"
104K  109,1,"WHITING RIVER"
104K  110,1,"FULL"
104K  111,1,"HO"
104K  111,2,"HUM"
104K  111,3,"GOAT"
104K  111,4,"FALL"
104K  112,1,"TARDIS"
104K  112,2,"PETRO"
104K  112,3,"KOWATUA CREEK"
104K  112,4,"VARDIS"
104K  112,5,"THORN"
104K  113,1,"JASON"
104K  113,2,"ROD"
104K  113,3,"GOLDEN MET"
104K  114,1,"GRIZ 3"
104K  114,2,"GRIZ"
104K  114,3,"A 1-8"
104K  114,4,"THORN"
104K  115,1,"EMU"
104K  115,2,"A 1-8"
104K  115,3,"THORN"
104K  116,1,"CAMP CREEK CORRIDOR"
104K  116,2,"CAMP CREEK"
104K  116,3,"THORN"
104K  116,4,"GLENLIVET"
104K  116,5,"M ZONE"
104K  116,6,"DAISY"
104K  116,7,"INK"
104K  116,8,"CHECK-MATE"
104K  116,9,"STUART"
104K  116,10,"L ZONE"
104K  116,11,"JIM BEAM"
104K  116,12,"KNOCKANDO"
104K  117,1,"MAPLE LEAF"
104K  117,2,"GLACIER LIGHT"
104K  118,1,"RIZZ"
104K  118,2,"RIZ"
104K  119,1,"MUSE"
104K  119,2,"THORN"
104K  119,3,"ORO"
104K  119,4,"SUN 1"
104K  120,1,"BARRON"
104K  121,1,"DB"
104K  121,2,"THORN"
104K  122,1,"HONK"
104K  122,2,"ULTRAMAFIC VEIN"
104K  123,1,"RO"
104K  123,2,"THORN"
104K  124,1,"JON"
104K  124,2,"THORN"
104K  125,1,"DOT"
104K  126,1,"STOKER"
104K  126,2,"PETE-ME"
104K  126,3,"PETE"
104K  127,1,"GREEN HAM"
104K  128,1,"GISEL"
104K  129,1,"ONO"
104K  130,1,"ICEFALL"
104K  130,2,"CHEF"
104K  131,1,"BALVENIE"
104K  131,2,"THORN"
104K  131,3,"TOOHEYS CREEK"
104K  132,1,"CRAGGANMORE"
104K  132,2,"THORN"
104K  132,3,"CUTTY SARK"
104K  132,4,"AMARILLO CREEK"
104K  133,1,"TALISKER"
104K  133,2,"THORN"
104K  134,1,"PATELLA"
104K  134,2,"MISTY"
104K  134,3,"NIE"
104K  134,4,"SAM"
104K  135,1,"BACKBONE"
104K  135,2,"MISTY"
104K  135,3,"NIE"
104K  136,1,"SHOULDER"
104K  136,2,"NIE"
104K  136,3,"MISTY"
104K  137,1,"EXTENSION"
104K  137,2,"LCZ EXTENSION"
104K  137,3,"TUT"
104K  137,4,"TATSAMENIE"
104K  138,1,"TATSA"
104K  139,1,"ABANDON"
104K  139,2,"RED CAP"
104K  140,1,"COULOIR"
104K  140,2,"RED CAP"
104K  141,1,"RED CAP - EAST CIRQUE"
104K  141,2,"EAST CIRQUE"
104K  141,3,"RED CAP"
104K  141,4,"RV"
104K  141,5,"PF"
104K  141,6,"BERGIE"
104K  141,7,"X-BERG"
104K  141,8,"GOAT"
104K  141,9,"LJ"
104K  142,1,"SILICA CAP"
104K  142,2,"RED CAP"
104K  143,1,"LJ"
104K  144,1,"LIS 3"
104K  144,2,"MARK CREEK"
104K  144,3,"NORTHERN TREASURE"
104K  145,1,"BRYAR"
104K  145,2,"SUTL"
104K  146,1,"SUTL"
104K  147,1,"LISADELE"
104K  148,1,"BLACKFLY"
104K  149,1,"OKSARAH"
104K  150,1,"WAHB"
104K  150,2,"BONANZA"
104K  150,3,"ELDORADO"
104K  151,1,"CHUTE"
104K  151,2,"CHID"
104K  151,3,"CASH COW"
104K  152,1,"EAST ANT DIORITE"
104K  152,2,"ANT"
104K  152,3,"THORN"
104K  153,1,"SKARNFACE"
104K  153,2,"ANT"
104K  153,3,"THORN"
104K  155,1,"TAT"
104K  155,2,"SUREFATE"
104K  155,3,"IMGM"
104K  156,1,"DIAL"
104K  157,1,"PIPER DASH"
104K  158,1,"PARK 13"
104K  158,2,"THORN"
104K  159,1,"HANK"
104K  160,1,"BORGE"
104K  160,2,"BORG"
104K  160,3,"METLA"
104K  161,1,"METLA"
104K  161,2,"THORN"
104K  161,3,"ZONES A-H"
104K  161,4,"BORGE"
104K  162,1,"TUNJONY LAKE"
104K  163,1,"DAISY"
104K  163,2,"WHI"
104K  164,1,"BAN"
104K  165,1,"PER"
104K  166,1,"BING SKARN"
104K  166,2,"THORN"
104K  167,1,"THORN G"
104K  167,2,"G ZONE"
104K  167,3,"ABERLOUR"
104K  167,4,"THORN"
104K  167,5,"GEE"
104K  168,1,"OBAN"
104K  168,2,"THORN"
104K  169,1,"THORN C"
104K  169,2,"C"
104K  170,1,"I ZONE"
104K  170,2,"THORN I"
104K  171,1,"VERMILLION"
104K  171,2,"FAE"
104K  171,3,"GIVER"
104K  172,1,"LAGAVULIN"
104K  172,2,"CARDHU"
104K  173,1,"COPPER RIDGE"
104K  173,2,"CLIVE"
104K  173,3,"METLA"
104K  174,1,"WINDOW"
104K  174,2,"TRAPPER"
104K  174,3,"INLAW"
104K  175,1,"WEST RIDGE"
104K  175,2,"TRAPPER"
104K  175,3,"THORN"
104K  176,1,"TRAPPER (OUTLAW)"
104K  176,2,"OUTLAW"
104K  176,3,"OUTLAW TRAPPER"
104K  176,4,"TRAPPER"
104K  176,5,"THORN"
104K  177,1,"BEE LAKE S6"
104K  177,2,"LLEWELLYN"
104K  178,1,"CLIFF"
104K  178,2,"BANDIT"
104K  179,1,"CUTTY SARK"
104K  179,2,"THORN"
104K  180,1,"CHIVAS"
104K  180,2,"THORN"
104K  181,1,"SUTLRIDGE"
104K  181,2,"THORN"
104K  182,1,"ELDORADO"
104K  182,2,"EUREKA TREND"
104K  183,1,"MOTHERLODE 2"
104K  183,2,"THORN"
104K  184,1,"IMGM17"
104K  185,1,"POST"
104K  185,2,"BANDIT"
104K  186,1,"GLENFIDDICH"
104K  186,2,"CAMP CREEK CORRIDOR"
104K  186,3,"B ZONE"
104K  187,1,"BANDIT EAST"
104K  187,2,"EAST"
104K  188,1,"BUNGEE"
104K  188,2,"THORN"
104K  189,1,"CASH"
104K  189,2,"ELDORADO"
104K  190,1,"MOTHERLODE 1"
104K  190,2,"THORN"
104K  191,1,"K ZONE"
104K  191,2,"MT. GUMM-POWELL"
104K  191,3,"MOUNT GUMM-POWELL"
104K  191,4,"THORN"
104K  192,1,"SON OF CIRQUE"
104K  192,2,"THORN"
104K  193,1,"RTA-2"
104K  193,2,"METLA CREEK GLACIER EAST"
104K  194,1,"NICROCO"
104K  194,2,"FAE"
104K  195,1,"WESTARG 3"
104K  195,2,"THORN"
104K  196,1,"WESTARG 4"
104K  196,2,"THORN"
104K  197,1,"WEST OUTLAW"
104K  197,2,"OUTLAW"
104K  197,3,"THORN"
104K  197,4,"OBAN-OUTLAW"
104K  198,1,"WESTARG 1"
104K  198,2,"THORN"
104K  199,1,"WESTARG 2"
104K  199,2,"THORN"
104K  200,1,"EAST TARG"
104K  200,2,"THORN"
104K  201,1,"OUTSIDE"
104K  201,2,"THORN"
104K  202,1,"RIDGELINE"
104K  202,2,"THORN"
